"model_name","accuracy","dataset","class_num","training_size","stage"
"LogisticRegression",0.8725,"agnews","4",5000,"stage2"
"RandomForest",0.657,"agnews","4",5000,"stage2"
"LinearSVC",0.864,"agnews","4",5000,"stage2"
"NaiveBayes",0.865,"agnews","4",5000,"stage2"
"LogisticRegression",0.866,"agnews","4",5000,"stage2"
"RandomForest",0.555,"agnews","4",5000,"stage2"
"LinearSVC",0.869,"agnews","4",5000,"stage2"
"NaiveBayes",0.8635,"agnews","4",5000,"stage2"
"LogisticRegression",0.87,"agnews","4",5000,"stage2"
"RandomForest",0.6445,"agnews","4",5000,"stage2"
"LinearSVC",0.86,"agnews","4",5000,"stage2"
"NaiveBayes",0.861,"agnews","4",5000,"stage2"
"LogisticRegression",0.8655,"agnews","4",5000,"stage2"
"RandomForest",0.659,"agnews","4",5000,"stage2"
"LinearSVC",0.8605,"agnews","4",5000,"stage2"
"NaiveBayes",0.857,"agnews","4",5000,"stage2"
"LogisticRegression",0.8655,"agnews","4",5000,"stage2"
"RandomForest",0.6835,"agnews","4",5000,"stage2"
"LinearSVC",0.858,"agnews","4",5000,"stage2"
"NaiveBayes",0.8585,"agnews","4",5000,"stage2"
"LogisticRegression",0.8635,"agnews","4",5000,"stage2"
"BERT",0.333499997854233,"agnews","4",100,"stage2"
"BERT",0.368000000715256,"agnews","4",100,"stage2"
"BERT",0.550999999046326,"agnews","4",100,"stage2"
"BERT",0.36149999499321,"agnews","4",100,"stage2"
"BERT",0.371499985456467,"agnews","4",100,"stage2"
"BERT",0.855499982833862,"agnews","4",200,"stage2"
"BERT",0.860000014305115,"agnews","4",200,"stage2"
"BERT",0.847500026226044,"agnews","4",200,"stage2"
"BERT",0.810000002384186,"agnews","4",200,"stage2"
"BERT",0.823000013828278,"agnews","4",200,"stage2"
"BERT",0.872500002384186,"agnews","4",400,"stage2"
"BERT",0.865000009536743,"agnews","4",400,"stage2"
"BERT",0.878499984741211,"agnews","4",400,"stage2"
"BERT",0.846499979496002,"agnews","4",400,"stage2"
"BERT",0.871500015258789,"agnews","4",400,"stage2"
"BERT",0.874000012874603,"agnews","4",800,"stage2"
"BERT",0.888999998569489,"agnews","4",800,"stage2"
"BERT",0.866500020027161,"agnews","4",800,"stage2"
"BERT",0.873499989509583,"agnews","4",800,"stage2"
"BERT",0.865000009536743,"agnews","4",800,"stage2"
"BERT",0.884999990463257,"agnews","4",1600,"stage2"
"BERT",0.869499981403351,"agnews","4",1600,"stage2"
"BERT",0.870999991893768,"agnews","4",1600,"stage2"
"BERT",0.883000016212463,"agnews","4",1600,"stage2"
"BERT",0.878499984741211,"agnews","4",1600,"stage2"
"BERT",0.873000025749207,"agnews","4",3200,"stage2"
"BERT",0.893999993801117,"agnews","4",3200,"stage2"
"BERT",0.897499978542328,"agnews","4",3200,"stage2"
"BERT",0.891499996185303,"agnews","4",3200,"stage2"
"BERT",0.888499975204468,"agnews","4",3200,"stage2"
"BERT",0.889999985694885,"agnews","4",5000,"stage2"
"BERT",0.892000019550323,"agnews","4",5000,"stage2"
"BERT",0.891499996185303,"agnews","4",5000,"stage2"
"BERT",0.898999989032745,"agnews","4",5000,"stage2"
"BERT",0.892000019550323,"agnews","4",5000,"stage2"
"RandomForest",0.2215,"amazon","5",100,"stage2"
"LinearSVC",0.2645,"amazon","5",100,"stage2"
"NaiveBayes",0.23,"amazon","5",100,"stage2"
"LogisticRegression",0.2335,"amazon","5",100,"stage2"
"RandomForest",0.2085,"amazon","5",100,"stage2"
"LinearSVC",0.231,"amazon","5",100,"stage2"
"NaiveBayes",0.254,"amazon","5",100,"stage2"
"LogisticRegression",0.2525,"amazon","5",100,"stage2"
"RandomForest",0.22,"amazon","5",100,"stage2"
"LinearSVC",0.2775,"amazon","5",100,"stage2"
"NaiveBayes",0.211,"amazon","5",100,"stage2"
"LogisticRegression",0.2665,"amazon","5",100,"stage2"
"RandomForest",0.179,"amazon","5",100,"stage2"
"LinearSVC",0.247,"amazon","5",100,"stage2"
"NaiveBayes",0.2245,"amazon","5",100,"stage2"
"LogisticRegression",0.2065,"amazon","5",100,"stage2"
"RandomForest",0.179,"amazon","5",100,"stage2"
"LinearSVC",0.2745,"amazon","5",100,"stage2"
"NaiveBayes",0.2125,"amazon","5",100,"stage2"
"LogisticRegression",0.1805,"amazon","5",100,"stage2"
"RandomForest",0.244,"amazon","5",100,"stage2"
"LinearSVC",0.2585,"amazon","5",100,"stage2"
"NaiveBayes",0.2555,"amazon","5",100,"stage2"
"LogisticRegression",0.239,"amazon","5",100,"stage2"
"RandomForest",0.179,"amazon","5",200,"stage2"
"LinearSVC",0.269,"amazon","5",200,"stage2"
"NaiveBayes",0.277,"amazon","5",200,"stage2"
"LogisticRegression",0.2645,"amazon","5",200,"stage2"
"RandomForest",0.1795,"amazon","5",200,"stage2"
"LinearSVC",0.295,"amazon","5",200,"stage2"
"NaiveBayes",0.258,"amazon","5",200,"stage2"
"LogisticRegression",0.28,"amazon","5",200,"stage2"
"RandomForest",0.24,"amazon","5",200,"stage2"
"LinearSVC",0.2805,"amazon","5",200,"stage2"
"NaiveBayes",0.262,"amazon","5",200,"stage2"
"LogisticRegression",0.2735,"amazon","5",200,"stage2"
"RandomForest",0.179,"amazon","5",200,"stage2"
"LinearSVC",0.2765,"amazon","5",200,"stage2"
"NaiveBayes",0.2555,"amazon","5",200,"stage2"
"LogisticRegression",0.2375,"amazon","5",200,"stage2"
"RandomForest",0.179,"amazon","5",200,"stage2"
"LinearSVC",0.271,"amazon","5",200,"stage2"
"NaiveBayes",0.226,"amazon","5",200,"stage2"
"LogisticRegression",0.269,"amazon","5",200,"stage2"
"RandomForest",0.1825,"amazon","5",200,"stage2"
"LinearSVC",0.269,"amazon","5",200,"stage2"
"NaiveBayes",0.25,"amazon","5",200,"stage2"
"LogisticRegression",0.26,"amazon","5",200,"stage2"
"RandomForest",0.2135,"amazon","5",400,"stage2"
"LinearSVC",0.3235,"amazon","5",400,"stage2"
"NaiveBayes",0.2805,"amazon","5",400,"stage2"
"LogisticRegression",0.2585,"amazon","5",400,"stage2"
"RandomForest",0.2135,"amazon","5",400,"stage2"
"LinearSVC",0.315,"amazon","5",400,"stage2"
"NaiveBayes",0.252,"amazon","5",400,"stage2"
"LogisticRegression",0.2805,"amazon","5",400,"stage2"
"RandomForest",0.263,"amazon","5",400,"stage2"
"LinearSVC",0.302,"amazon","5",400,"stage2"
"NaiveBayes",0.222,"amazon","5",400,"stage2"
"LogisticRegression",0.3055,"amazon","5",400,"stage2"
"RandomForest",0.2315,"amazon","5",400,"stage2"
"LinearSVC",0.3145,"amazon","5",400,"stage2"
"NaiveBayes",0.276,"amazon","5",400,"stage2"
"LogisticRegression",0.3045,"amazon","5",400,"stage2"
"RandomForest",0.219,"amazon","5",400,"stage2"
"LinearSVC",0.3175,"amazon","5",400,"stage2"
"NaiveBayes",0.3075,"amazon","5",400,"stage2"
"LogisticRegression",0.273,"amazon","5",400,"stage2"
"RandomForest",0.1855,"amazon","5",400,"stage2"
"LinearSVC",0.316,"amazon","5",400,"stage2"
"NaiveBayes",0.2815,"amazon","5",400,"stage2"
"LogisticRegression",0.2965,"amazon","5",400,"stage2"
"RandomForest",0.2405,"amazon","5",800,"stage2"
"LinearSVC",0.338,"amazon","5",800,"stage2"
"NaiveBayes",0.319,"amazon","5",800,"stage2"
"LogisticRegression",0.3405,"amazon","5",800,"stage2"
"RandomForest",0.2735,"amazon","5",800,"stage2"
"LinearSVC",0.34,"amazon","5",800,"stage2"
"NaiveBayes",0.3215,"amazon","5",800,"stage2"
"LogisticRegression",0.363,"amazon","5",800,"stage2"
"RandomForest",0.222,"amazon","5",800,"stage2"
"LinearSVC",0.3505,"amazon","5",800,"stage2"
"NaiveBayes",0.3395,"amazon","5",800,"stage2"
"LogisticRegression",0.3515,"amazon","5",800,"stage2"
"RandomForest",0.2315,"amazon","5",800,"stage2"
"LinearSVC",0.3425,"amazon","5",800,"stage2"
"NaiveBayes",0.325,"amazon","5",800,"stage2"
"LogisticRegression",0.3435,"amazon","5",800,"stage2"
"RandomForest",0.221,"amazon","5",800,"stage2"
"LinearSVC",0.336,"amazon","5",800,"stage2"
"NaiveBayes",0.3375,"amazon","5",800,"stage2"
"LogisticRegression",0.3495,"amazon","5",800,"stage2"
"RandomForest",0.288,"amazon","5",800,"stage2"
"LinearSVC",0.3455,"amazon","5",800,"stage2"
"NaiveBayes",0.3155,"amazon","5",800,"stage2"
"LogisticRegression",0.322,"amazon","5",800,"stage2"
"RandomForest",0.27,"amazon","5",1600,"stage2"
"LinearSVC",0.3465,"amazon","5",1600,"stage2"
"NaiveBayes",0.3575,"amazon","5",1600,"stage2"
"LogisticRegression",0.3785,"amazon","5",1600,"stage2"
"RandomForest",0.247,"amazon","5",1600,"stage2"
"LinearSVC",0.3585,"amazon","5",1600,"stage2"
"NaiveBayes",0.3435,"amazon","5",1600,"stage2"
"LogisticRegression",0.3615,"amazon","5",1600,"stage2"
"RandomForest",0.2095,"amazon","5",1600,"stage2"
"LinearSVC",0.3455,"amazon","5",1600,"stage2"
"NaiveBayes",0.359,"amazon","5",1600,"stage2"
"LogisticRegression",0.3645,"amazon","5",1600,"stage2"
"RandomForest",0.336,"amazon","5",1600,"stage2"
"LinearSVC",0.3635,"amazon","5",1600,"stage2"
"NaiveBayes",0.3265,"amazon","5",1600,"stage2"
"LogisticRegression",0.3785,"amazon","5",1600,"stage2"
"RandomForest",0.192,"amazon","5",1600,"stage2"
"LinearSVC",0.3635,"amazon","5",1600,"stage2"
"NaiveBayes",0.3615,"amazon","5",1600,"stage2"
"LogisticRegression",0.367,"amazon","5",1600,"stage2"
"RandomForest",0.2515,"amazon","5",1600,"stage2"
"LinearSVC",0.352,"amazon","5",1600,"stage2"
"NaiveBayes",0.351,"amazon","5",1600,"stage2"
"LogisticRegression",0.373,"amazon","5",1600,"stage2"
"RandomForest",0.3235,"amazon","5",3200,"stage2"
"LinearSVC",0.3605,"amazon","5",3200,"stage2"
"NaiveBayes",0.373,"amazon","5",3200,"stage2"
"LogisticRegression",0.38,"amazon","5",3200,"stage2"
"RandomForest",0.2645,"amazon","5",3200,"stage2"
"LinearSVC",0.3705,"amazon","5",3200,"stage2"
"NaiveBayes",0.365,"amazon","5",3200,"stage2"
"LogisticRegression",0.3795,"amazon","5",3200,"stage2"
"RandomForest",0.2785,"amazon","5",3200,"stage2"
"LinearSVC",0.353,"amazon","5",3200,"stage2"
"NaiveBayes",0.372,"amazon","5",3200,"stage2"
"LogisticRegression",0.384,"amazon","5",3200,"stage2"
"RandomForest",0.3275,"amazon","5",3200,"stage2"
"LinearSVC",0.3565,"amazon","5",3200,"stage2"
"NaiveBayes",0.38,"amazon","5",3200,"stage2"
"LogisticRegression",0.37,"amazon","5",3200,"stage2"
"RandomForest",0.3215,"amazon","5",3200,"stage2"
"LinearSVC",0.3505,"amazon","5",3200,"stage2"
"NaiveBayes",0.3905,"amazon","5",3200,"stage2"
"LogisticRegression",0.396,"amazon","5",3200,"stage2"
"RandomForest",0.307,"amazon","5",3200,"stage2"
"LinearSVC",0.385,"amazon","5",3200,"stage2"
"NaiveBayes",0.378,"amazon","5",3200,"stage2"
"LogisticRegression",0.394,"amazon","5",3200,"stage2"
"RandomForest",0.329,"amazon","5",5000,"stage2"
"LinearSVC",0.383,"amazon","5",5000,"stage2"
"NaiveBayes",0.3955,"amazon","5",5000,"stage2"
"LogisticRegression",0.391,"amazon","5",5000,"stage2"
"RandomForest",0.302,"amazon","5",5000,"stage2"
"LinearSVC",0.3645,"amazon","5",5000,"stage2"
"NaiveBayes",0.3845,"amazon","5",5000,"stage2"
"LogisticRegression",0.3955,"amazon","5",5000,"stage2"
"RandomForest",0.3365,"amazon","5",5000,"stage2"
"LinearSVC",0.3585,"amazon","5",5000,"stage2"
"NaiveBayes",0.3775,"amazon","5",5000,"stage2"
"LogisticRegression",0.3885,"amazon","5",5000,"stage2"
"RandomForest",0.3315,"amazon","5",5000,"stage2"
"LinearSVC",0.359,"amazon","5",5000,"stage2"
"NaiveBayes",0.3875,"amazon","5",5000,"stage2"
"LogisticRegression",0.394,"amazon","5",5000,"stage2"
"RandomForest",0.32,"amazon","5",5000,"stage2"
"LinearSVC",0.3655,"amazon","5",5000,"stage2"
"NaiveBayes",0.395,"amazon","5",5000,"stage2"
"LogisticRegression",0.3985,"amazon","5",5000,"stage2"
"RandomForest",0.3205,"amazon","5",5000,"stage2"
"LinearSVC",0.3625,"amazon","5",5000,"stage2"
"NaiveBayes",0.3845,"amazon","5",5000,"stage2"
"LogisticRegression",0.39,"amazon","5",5000,"stage2"
"BERT",0.245000004768372,"amazon","5",100,"stage2"
"BERT",0.237499997019768,"amazon","5",100,"stage2"
"BERT",0.206000000238419,"amazon","5",100,"stage2"
"BERT",0.230000004172325,"amazon","5",100,"stage2"
"BERT",0.218500003218651,"amazon","5",100,"stage2"
"BERT",0.344999998807907,"amazon","5",200,"stage2"
"BERT",0.412499994039536,"amazon","5",200,"stage2"
"BERT",0.252000004053116,"amazon","5",200,"stage2"
"BERT",0.253500014543533,"amazon","5",200,"stage2"
"BERT",0.400000005960464,"amazon","5",200,"stage2"
"BERT",0.423500001430511,"amazon","5",400,"stage2"
"BERT",0.39300000667572,"amazon","5",400,"stage2"
"BERT",0.368499994277954,"amazon","5",400,"stage2"
"BERT",0.381500005722046,"amazon","5",400,"stage2"
"BERT",0.451999992132187,"amazon","5",400,"stage2"
"BERT",0.179000005125999,"amazon","5",800,"stage2"
"BERT",0.436500012874603,"amazon","5",800,"stage2"
"BERT",0.199499994516373,"amazon","5",800,"stage2"
"BERT",0.465999990701675,"amazon","5",800,"stage2"
"BERT",0.457500010728836,"amazon","5",800,"stage2"
"BERT",0.479499995708466,"amazon","5",1600,"stage2"
"BERT",0.474000006914139,"amazon","5",1600,"stage2"
"BERT",0.467500001192093,"amazon","5",1600,"stage2"
"BERT",0.46900001168251,"amazon","5",1600,"stage2"
"BERT",0.179000005125999,"amazon","5",1600,"stage2"
"BERT",0.492000013589859,"amazon","5",3200,"stage2"
"BERT",0.500500023365021,"amazon","5",3200,"stage2"
"BERT",0.490500003099442,"amazon","5",3200,"stage2"
"BERT",0.5,"amazon","5",3200,"stage2"
"BERT",0.47299998998642,"amazon","5",3200,"stage2"
"BERT",0.507000029087067,"amazon","5",5000,"stage2"
"BERT",0.485000014305115,"amazon","5",5000,"stage2"
"BERT",0.505999982357025,"amazon","5",5000,"stage2"
"BERT",0.474000006914139,"amazon","5",5000,"stage2"
"BERT",0.508499979972839,"amazon","5",5000,"stage2"
"RandomForest",0.3015,"customer","18",100,"stage2"
"LinearSVC",0.484,"customer","18",100,"stage2"
"NaiveBayes",0.297,"customer","18",100,"stage2"
"LogisticRegression",0.2955,"customer","18",100,"stage2"
"RandomForest",0.3035,"customer","18",100,"stage2"
"LinearSVC",0.4335,"customer","18",100,"stage2"
"NaiveBayes",0.218,"customer","18",100,"stage2"
"LogisticRegression",0.3115,"customer","18",100,"stage2"
"RandomForest",0.297,"customer","18",100,"stage2"
"LinearSVC",0.4545,"customer","18",100,"stage2"
"NaiveBayes",0.401,"customer","18",100,"stage2"
"LogisticRegression",0.4225,"customer","18",100,"stage2"
"RandomForest",0.2235,"customer","18",100,"stage2"
"LinearSVC",0.4545,"customer","18",100,"stage2"
"NaiveBayes",0.3205,"customer","18",100,"stage2"
"LogisticRegression",0.295,"customer","18",100,"stage2"
"RandomForest",0.3465,"customer","18",100,"stage2"
"LinearSVC",0.391,"customer","18",100,"stage2"
"NaiveBayes",0.4245,"customer","18",100,"stage2"
"LogisticRegression",0.303,"customer","18",100,"stage2"
"RandomForest",0.3635,"customer","18",100,"stage2"
"LinearSVC",0.506,"customer","18",100,"stage2"
"NaiveBayes",0.321,"customer","18",100,"stage2"
"LogisticRegression",0.295,"customer","18",100,"stage2"
"RandomForest",0.332,"customer","18",200,"stage2"
"LinearSVC",0.495,"customer","18",200,"stage2"
"NaiveBayes",0.3,"customer","18",200,"stage2"
"LogisticRegression",0.426,"customer","18",200,"stage2"
"RandomForest",0.295,"customer","18",200,"stage2"
"LinearSVC",0.536,"customer","18",200,"stage2"
"NaiveBayes",0.416,"customer","18",200,"stage2"
"LogisticRegression",0.3935,"customer","18",200,"stage2"
"RandomForest",0.4,"customer","18",200,"stage2"
"LinearSVC",0.5115,"customer","18",200,"stage2"
"NaiveBayes",0.296,"customer","18",200,"stage2"
"LogisticRegression",0.447,"customer","18",200,"stage2"
"RandomForest",0.3745,"customer","18",200,"stage2"
"LinearSVC",0.508,"customer","18",200,"stage2"
"NaiveBayes",0.4335,"customer","18",200,"stage2"
"LogisticRegression",0.351,"customer","18",200,"stage2"
"RandomForest",0.396,"customer","18",200,"stage2"
"LinearSVC",0.5315,"customer","18",200,"stage2"
"NaiveBayes",0.301,"customer","18",200,"stage2"
"LogisticRegression",0.323,"customer","18",200,"stage2"
"RandomForest",0.2465,"customer","18",200,"stage2"
"LinearSVC",0.53,"customer","18",200,"stage2"
"NaiveBayes",0.295,"customer","18",200,"stage2"
"LogisticRegression",0.4285,"customer","18",200,"stage2"
"RandomForest",0.2985,"customer","18",400,"stage2"
"LinearSVC",0.6065,"customer","18",400,"stage2"
"NaiveBayes",0.3665,"customer","18",400,"stage2"
"LogisticRegression",0.4635,"customer","18",400,"stage2"
"RandomForest",0.3025,"customer","18",400,"stage2"
"LinearSVC",0.5995,"customer","18",400,"stage2"
"NaiveBayes",0.422,"customer","18",400,"stage2"
"LogisticRegression",0.388,"customer","18",400,"stage2"
"RandomForest",0.3865,"customer","18",400,"stage2"
"LinearSVC",0.6055,"customer","18",400,"stage2"
"NaiveBayes",0.413,"customer","18",400,"stage2"
"LogisticRegression",0.46,"customer","18",400,"stage2"
"RandomForest",0.3,"customer","18",400,"stage2"
"LinearSVC",0.616,"customer","18",400,"stage2"
"NaiveBayes",0.342,"customer","18",400,"stage2"
"LogisticRegression",0.4595,"customer","18",400,"stage2"
"RandomForest",0.297,"customer","18",400,"stage2"
"LinearSVC",0.6055,"customer","18",400,"stage2"
"NaiveBayes",0.474,"customer","18",400,"stage2"
"LogisticRegression",0.5005,"customer","18",400,"stage2"
"RandomForest",0.296,"customer","18",400,"stage2"
"LinearSVC",0.6035,"customer","18",400,"stage2"
"NaiveBayes",0.324,"customer","18",400,"stage2"
"LogisticRegression",0.4495,"customer","18",400,"stage2"
"RandomForest",0.3385,"customer","18",800,"stage2"
"LinearSVC",0.636,"customer","18",800,"stage2"
"NaiveBayes",0.365,"customer","18",800,"stage2"
"LogisticRegression",0.5465,"customer","18",800,"stage2"
"RandomForest",0.315,"customer","18",800,"stage2"
"LinearSVC",0.6225,"customer","18",800,"stage2"
"NaiveBayes",0.381,"customer","18",800,"stage2"
"LogisticRegression",0.5205,"customer","18",800,"stage2"
"RandomForest",0.2975,"customer","18",800,"stage2"
"LinearSVC",0.6435,"customer","18",800,"stage2"
"NaiveBayes",0.421,"customer","18",800,"stage2"
"LogisticRegression",0.5225,"customer","18",800,"stage2"
"RandomForest",0.3015,"customer","18",800,"stage2"
"LinearSVC",0.6435,"customer","18",800,"stage2"
"NaiveBayes",0.4225,"customer","18",800,"stage2"
"LogisticRegression",0.543,"customer","18",800,"stage2"
"RandomForest",0.3,"customer","18",800,"stage2"
"LinearSVC",0.631,"customer","18",800,"stage2"
"NaiveBayes",0.398,"customer","18",800,"stage2"
"LogisticRegression",0.5405,"customer","18",800,"stage2"
"RandomForest",0.359,"customer","18",800,"stage2"
"LinearSVC",0.6375,"customer","18",800,"stage2"
"NaiveBayes",0.4805,"customer","18",800,"stage2"
"LogisticRegression",0.5265,"customer","18",800,"stage2"
"RandomForest",0.3005,"customer","18",1600,"stage2"
"LinearSVC",0.669,"customer","18",1600,"stage2"
"NaiveBayes",0.4965,"customer","18",1600,"stage2"
"LogisticRegression",0.5885,"customer","18",1600,"stage2"
"RandomForest",0.3125,"customer","18",1600,"stage2"
"LinearSVC",0.6645,"customer","18",1600,"stage2"
"NaiveBayes",0.465,"customer","18",1600,"stage2"
"LogisticRegression",0.5875,"customer","18",1600,"stage2"
"RandomForest",0.341,"customer","18",1600,"stage2"
"LinearSVC",0.6635,"customer","18",1600,"stage2"
"NaiveBayes",0.528,"customer","18",1600,"stage2"
"LogisticRegression",0.583,"customer","18",1600,"stage2"
"RandomForest",0.356,"customer","18",1600,"stage2"
"LinearSVC",0.665,"customer","18",1600,"stage2"
"NaiveBayes",0.497,"customer","18",1600,"stage2"
"LogisticRegression",0.591,"customer","18",1600,"stage2"
"RandomForest",0.3535,"customer","18",1600,"stage2"
"LinearSVC",0.661,"customer","18",1600,"stage2"
"NaiveBayes",0.4795,"customer","18",1600,"stage2"
"LogisticRegression",0.5865,"customer","18",1600,"stage2"
"RandomForest",0.305,"customer","18",1600,"stage2"
"LinearSVC",0.6715,"customer","18",1600,"stage2"
"NaiveBayes",0.5155,"customer","18",1600,"stage2"
"LogisticRegression",0.5805,"customer","18",1600,"stage2"
"RandomForest",0.301,"customer","18",3200,"stage2"
"LinearSVC",0.6805,"customer","18",3200,"stage2"
"NaiveBayes",0.512,"customer","18",3200,"stage2"
"LogisticRegression",0.6405,"customer","18",3200,"stage2"
"RandomForest",0.3065,"customer","18",3200,"stage2"
"LinearSVC",0.6865,"customer","18",3200,"stage2"
"NaiveBayes",0.5175,"customer","18",3200,"stage2"
"LogisticRegression",0.6375,"customer","18",3200,"stage2"
"RandomForest",0.3275,"customer","18",3200,"stage2"
"LinearSVC",0.6935,"customer","18",3200,"stage2"
"NaiveBayes",0.526,"customer","18",3200,"stage2"
"LogisticRegression",0.624,"customer","18",3200,"stage2"
"RandomForest",0.3065,"customer","18",3200,"stage2"
"LinearSVC",0.69,"customer","18",3200,"stage2"
"NaiveBayes",0.525,"customer","18",3200,"stage2"
"LogisticRegression",0.6355,"customer","18",3200,"stage2"
"RandomForest",0.304,"customer","18",3200,"stage2"
"LinearSVC",0.6905,"customer","18",3200,"stage2"
"NaiveBayes",0.504,"customer","18",3200,"stage2"
"LogisticRegression",0.6265,"customer","18",3200,"stage2"
"RandomForest",0.3335,"customer","18",3200,"stage2"
"LinearSVC",0.6835,"customer","18",3200,"stage2"
"NaiveBayes",0.5125,"customer","18",3200,"stage2"
"LogisticRegression",0.6445,"customer","18",3200,"stage2"
"RandomForest",0.298,"customer","18",5000,"stage2"
"LinearSVC",0.6865,"customer","18",5000,"stage2"
"NaiveBayes",0.5315,"customer","18",5000,"stage2"
"LogisticRegression",0.6575,"customer","18",5000,"stage2"
"RandomForest",0.299,"customer","18",5000,"stage2"
"LinearSVC",0.6905,"customer","18",5000,"stage2"
"NaiveBayes",0.542,"customer","18",5000,"stage2"
"LogisticRegression",0.662,"customer","18",5000,"stage2"
"RandomForest",0.315,"customer","18",5000,"stage2"
"LinearSVC",0.6945,"customer","18",5000,"stage2"
"NaiveBayes",0.542,"customer","18",5000,"stage2"
"LogisticRegression",0.6575,"customer","18",5000,"stage2"
"RandomForest",0.2995,"customer","18",5000,"stage2"
"LinearSVC",0.697,"customer","18",5000,"stage2"
"NaiveBayes",0.552,"customer","18",5000,"stage2"
"LogisticRegression",0.661,"customer","18",5000,"stage2"
"RandomForest",0.335,"customer","18",5000,"stage2"
"LinearSVC",0.693,"customer","18",5000,"stage2"
"NaiveBayes",0.549,"customer","18",5000,"stage2"
"LogisticRegression",0.6635,"customer","18",5000,"stage2"
"RandomForest",0.3255,"customer","18",5000,"stage2"
"LinearSVC",0.7055,"customer","18",5000,"stage2"
"NaiveBayes",0.535,"customer","18",5000,"stage2"
"LogisticRegression",0.654,"customer","18",5000,"stage2"
"BERT",0.237499997019768,"customer","18",100,"stage2"
"BERT",0.263000011444092,"customer","18",100,"stage2"
"BERT",0.246999993920326,"customer","18",100,"stage2"
"BERT",0.29449999332428,"customer","18",100,"stage2"
"BERT",0.351999998092651,"customer","18",100,"stage2"
"BERT",0.852500021457672,"customer","18",200,"stage2"
"BERT",0.854499995708466,"customer","18",200,"stage2"
"BERT",0.782500028610229,"customer","18",200,"stage2"
"BERT",0.796000003814697,"customer","18",200,"stage2"
"BERT",0.743499994277954,"customer","18",200,"stage2"
"BERT",0.857999980449677,"customer","18",400,"stage2"
"BERT",0.877499997615814,"customer","18",400,"stage2"
"BERT",0.871999979019165,"customer","18",400,"stage2"
"BERT",0.833999991416931,"customer","18",400,"stage2"
"BERT",0.882499992847443,"customer","18",400,"stage2"
"BERT",0.870000004768372,"customer","18",800,"stage2"
"BERT",0.874499976634979,"customer","18",800,"stage2"
"BERT",0.885999977588654,"customer","18",800,"stage2"
"BERT",0.869499981403351,"customer","18",800,"stage2"
"BERT",0.866999983787537,"customer","18",800,"stage2"
"BERT",0.881500005722046,"customer","18",1600,"stage2"
"BERT",0.887000024318695,"customer","18",1600,"stage2"
"BERT",0.879999995231628,"customer","18",1600,"stage2"
"BERT",0.873000025749207,"customer","18",1600,"stage2"
"BERT",0.885500013828278,"customer","18",1600,"stage2"
"BERT",0.883499979972839,"customer","18",3200,"stage2"
"BERT",0.889999985694885,"customer","18",3200,"stage2"
"BERT",0.887499988079071,"customer","18",3200,"stage2"
"BERT",0.879999995231628,"customer","18",3200,"stage2"
"BERT",0.892499983310699,"customer","18",3200,"stage2"
"BERT",0.896000027656555,"customer","18",5000,"stage2"
"BERT",0.889999985694885,"customer","18",5000,"stage2"
"BERT",0.891499996185303,"customer","18",5000,"stage2"
"BERT",0.89300000667572,"customer","18",5000,"stage2"
"BERT",0.892000019550323,"customer","18",5000,"stage2"
"RandomForest",0.1475,"dbpedia","13",100,"stage2"
"LinearSVC",0.721,"dbpedia","13",100,"stage2"
"NaiveBayes",0.3605,"dbpedia","13",100,"stage2"
"LogisticRegression",0.32,"dbpedia","13",100,"stage2"
"RandomForest",0.169,"dbpedia","13",100,"stage2"
"LinearSVC",0.7175,"dbpedia","13",100,"stage2"
"NaiveBayes",0.28,"dbpedia","13",100,"stage2"
"LogisticRegression",0.2365,"dbpedia","13",100,"stage2"
"RandomForest",0.232,"dbpedia","13",100,"stage2"
"LinearSVC",0.71,"dbpedia","13",100,"stage2"
"NaiveBayes",0.268,"dbpedia","13",100,"stage2"
"LogisticRegression",0.1415,"dbpedia","13",100,"stage2"
"RandomForest",0.346,"dbpedia","13",100,"stage2"
"LinearSVC",0.6085,"dbpedia","13",100,"stage2"
"NaiveBayes",0.114,"dbpedia","13",100,"stage2"
"LogisticRegression",0.4285,"dbpedia","13",100,"stage2"
"RandomForest",0.3295,"dbpedia","13",100,"stage2"
"LinearSVC",0.649,"dbpedia","13",100,"stage2"
"NaiveBayes",0.149,"dbpedia","13",100,"stage2"
"LogisticRegression",0.3225,"dbpedia","13",100,"stage2"
"RandomForest",0.249,"dbpedia","13",100,"stage2"
"LinearSVC",0.642,"dbpedia","13",100,"stage2"
"NaiveBayes",0.2905,"dbpedia","13",100,"stage2"
"LogisticRegression",0.2245,"dbpedia","13",100,"stage2"
"RandomForest",0.176,"dbpedia","13",100,"stage2"
"LinearSVC",0.771,"dbpedia","13",100,"stage2"
"NaiveBayes",0.217,"dbpedia","13",100,"stage2"
"LogisticRegression",0.3205,"dbpedia","13",100,"stage2"
"RandomForest",0.118,"dbpedia","13",100,"stage2"
"LinearSVC",0.6995,"dbpedia","13",100,"stage2"
"NaiveBayes",0.252,"dbpedia","13",100,"stage2"
"LogisticRegression",0.3745,"dbpedia","13",100,"stage2"
"RandomForest",0.113,"dbpedia","13",100,"stage2"
"LinearSVC",0.6215,"dbpedia","13",100,"stage2"
"NaiveBayes",0.2215,"dbpedia","13",100,"stage2"
"LogisticRegression",0.3505,"dbpedia","13",100,"stage2"
"RandomForest",0.328,"dbpedia","13",100,"stage2"
